chief administrative office ?C global market compliance ?C vice president,1/9/23,hong kong,https://db.wd3.myworkdayjobs.com/DBWebsite/job/Hong-Kong-Intl-Commerce-Ctr/Chief-Administrative-Office---Global-Market-Compliance---Vice-President_R0210194
mapp/fcpa compliance service center analyst - polish language,1/16/23,greece,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Greece---Thessaloniki-Pylaia/MAPP-FCPA-Compliance-Service-Center-Analyst---Polish-Language_4866516
legal counsel,2/2/23,hong kong,https://aia.wd3.myworkdayjobs.com/External/job/HK-Hopewell-Center/Legal-Counsel_JR-34302
"(usa) manager i, specialty compliance and ethics - testing and monitoring",2/3/23,united states of america,https://walmart.wd5.myworkdayjobs.com/WalmartExternal/job/USA-AR-BENTONVILLE-Home-Office-Main-Home-Office-Building/XMLNAME--USA--Manager-I--Specialty-Compliance-and-Ethics---Testing-and-Monitoring_R-1402199-1
senior counsel/associate general counsel,2/7/23,hong kong,https://sunlife.wd3.myworkdayjobs.com/Experienced/job/Hunghom-Kowloon-Hong-Kong/Senior-Counsel-Associate-General-Counsel_JR00069118-3
data privacy officer,2/8/23,china,https://sandvik.wd3.myworkdayjobs.com/sandvik-jobs/job/China-Beijing/Data-Privacy-Officer_R0051258-1
contracts & grants officer,2/15/23,china,https://fhi.wd1.myworkdayjobs.com/FHI_360_External_Career_Portal/job/Kunming-China/Contracts---Grants-Officer_Requisition-2022200892
legal counsel - commercial,2/15/23,china,https://ge.wd5.myworkdayjobs.com/GE_ExternalSite/job/Tianjin/Legal-Counsel---Commercial_R3674008
patent attorney (f/m/x),2/21/23,germany,https://zeissgroup.wd3.myworkdayjobs.com/External/job/Oberkochen/Patent-Attorney--f-m-x-_JR_1010058
commercial product manager,3/1/23,hong kong,https://relx.wd3.myworkdayjobs.com/LexisNexisLegal/job/Hong-Kong/Commercial-Product-Manager_R55659
legal advisory manager- temp 1 years,3/6/23,vietnam,https://kepcorp.wd3.myworkdayjobs.com/KeppelCareers/job/Ho-Chi-Minh-City-Keppel-Land/Legal-Advisory-Manager--Temp-1-years_10012785
compliance manager,3/7/23,vietnam,https://kepcorp.wd3.myworkdayjobs.com/KeppelCareers/job/Ho-Chi-Minh-City-Keppel-Land/Compliance-Manager_10012824
"manager, legal and eco, hk & macau",3/10/23,hong kong,https://otis.wd5.myworkdayjobs.com/REC_Ext_Gateway/job/12F--13F-Goldin-Financial-Global-Centre-17-Kai-Cheung-Road-Kowloon-Bay-Kowloon-Hong-Kong/Manager--Legal-and-ECO--HK---Macau_20071000
patent counsel / patentreferent (m/w/x) (open),3/15/23,germany,https://zeissgroup.wd3.myworkdayjobs.com/External/job/Jena/Patent-Counsel---Patentreferent--m-w-x---Open-_JR_1020993-2
product cybersecurity compliance engineer,3/16/23,india,https://fisker.wd1.myworkdayjobs.com/Fisker_Careers/job/India---Hyderabad/Product-Cybersecurity-Compliance-Engineer_JR101558-1
"associate, singapore compliance",3/22/23,malaysia,https://aia.wd3.myworkdayjobs.com/External/job/Cyberjaya-MY-AIA-Shared-Services-Malaysia/Associate--Singapore-Compliance_JR-36873
senior compliance manager,3/27/23,china,https://aveva.wd3.myworkdayjobs.com/AVEVA_careers/job/Shanghai-China/Senior-Compliance-Manager_VN8793-1
senior contracts management specialist - project execution phase,3/27/23,malaysia,https://ge.wd5.myworkdayjobs.com/GE_ExternalSite/job/Kuala-Lumpur/Senior-Specialist-3---Contract-Management-OTR_R3692238
senior compliance and process specialist,3/28/23,denmark,https://ferring.wd3.myworkdayjobs.com/Ferring/job/Ferring-Denmark/Senior-Compliance-and-Process-Specialist_R0024745
legal director (north asia),3/28/23,china,https://resmed.wd3.myworkdayjobs.com/ResMed_External_Careers/job/Beijing-China/Legal-Director--North-Asia-_JR_024117
compliance and process specialist,3/29/23,denmark,https://ferring.wd3.myworkdayjobs.com/Ferring/job/Ferring-Denmark/Senior-Compliance-and-Process-Specialist_R0024744
"summer intern (temporary), legal",3/29/23,hong kong,https://otis.wd5.myworkdayjobs.com/REC_Ext_Gateway/job/12F--13F-Goldin-Financial-Global-Centre-17-Kai-Cheung-Road-Kowloon-Bay-Kowloon-Hong-Kong/Summer-Intern--Temporary---Legal_20072349
"senior analyst (it audit), internal audit & internal control compliance",3/30/23,hong kong,https://melcoresorts.wd3.myworkdayjobs.com/career/job/HK---Centrium/Assistant-Manager--IT-Audit---Internal-Audit---Internal-Control-Compliance_REQ7811
mapp/fcpa compliance service center analyst,3/30/23,greece,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/Greece---Thessaloniki-Pylaia/MAPP-FCPA-Compliance-Service-Center-Analyst_4881111
"associate director, regulatory compliance",3/31/23,hong kong,https://aia.wd3.myworkdayjobs.com/External/job/Hong-Kong-HK-AIA-Group-Office/Associate-Director--Regulatory-Compliance_JR-35803-1
paralegal,3/31/23,hong kong,https://nuskin.wd5.myworkdayjobs.com/nuskin/job/Hong-Kong-Hong-Kong/Paralegal_R0005324
"research editor, due diligence",4/1/23,united states of america,https://dowjones.wd1.myworkdayjobs.com/Dow_Jones_Career/job/Princeton/Research-Editor--Due-Diligence_Job_Req_36855
compliance engineer,4/3/23,united states of america,https://trimble.wd1.myworkdayjobs.com/TrimbleCareers/job/US---CO-Westminster/Compliance-Engineer_R40913
"senior manager, contract management (cm) operations",4/3/23,switzerland,https://beigene.wd5.myworkdayjobs.com/BeiGene/job/Basel/Senior-Manager--Contract-Management--CM--Operations_R18348
m&a underwriter,4/3/23,hong kong,https://aig.wd1.myworkdayjobs.com/aig/job/Hong-Kong/M-A-underwriter_JR2300562
"senior manager, compliance & risk",4/4/23,hong kong,https://aia.wd3.myworkdayjobs.com/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/Senior-Manager--Compliance---Risk_JR-37398
"legal counsel, sea",4/4/23,malaysia,https://jci.wd5.myworkdayjobs.com/JCI/job/Petaling-Jaya-Selangor-Malaysia/Legal-Counsel--SEA_WD30165519
accountant legal entity,4/4/23,china,https://cat.wd5.myworkdayjobs.com/CaterpillarCareers/job/Wuxi-Jiangsu/Accountant-Legal-Entity_R0000194208
senior legal counsel,4/4/23,china,https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/Shanghai-China/Senior-Legal-Counsel_R0093509
legal operations assistant,4/4/23,australia,https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/job/AUS---SA---ADELAIDE/Legal-Operations-Assistant_51476545
procurement compliance manager,4/5/23,taiwan,https://airliquidehr.wd3.myworkdayjobs.com/AirLiquideExternalCareer/job/Taiwan-Neihu-District/Procurement-Compliance-Manager_R10013272
pa to china legal vp - shanghai,4/6/23,china,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/China/PA-to-China-Legal-VP---Shanghai_R-163328
senior legal manager|????????????????_?,4/6/23,china,https://averis.wd3.myworkdayjobs.com/RGE/job/Guangzhou/Senior-Legal-Manager-_R144700
sr compliance specialist,4/7/23,china,https://jci.wd5.myworkdayjobs.com/JCI/job/Dalian-Liaoning-China/Sr-Compliance-Specialist_WD30175170
sr compliance specialist,4/7/23,china,https://jci.wd5.myworkdayjobs.com/JCI/job/Shanghai-Shanghai-China/Sr-Compliance-Specialist_WD30175167
trade compliance manager,4/7/23,china,https://diageo.wd3.myworkdayjobs.com/Diageo_Careers/job/Shanghai-China/Customs---Excise-Manager_JR1079762
contract-to-cash (c2c) associate analyst - cash & banking (mandarin speaking),4/7/23,malaysia,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/Malaysia---Mutiara-Damansara/C2C-Associate-Analyst---Cash---Banking--Mandarin-Speaking-_R-162757-1
"senior manager, financial crime compliance programme",4/11/23,hong kong,https://aia.wd3.myworkdayjobs.com/External/job/Hong-Kong-HK-AIA-Group-Office/Senior-Manager--Financial-Crime-Compliance-Programme_JR-37442
global quality compliance auditor,4/12/23,china,https://lonza.wd3.myworkdayjobs.com/Lonza_Careers/job/CN---Shanghai/Global-Quality-Compliance-Auditor_R51799
translation specialist - chinese patent content (chemistry)?,4/12/23,malaysia,https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/job/Malaysia---Penang/Translation-Specialist---Chinese-Patent-Content--Chemistry--_JREQ121752-1
assistant vice president/ associate - case officer - listing enforcement - listing (litigation lawyer),4/12/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-TWO-ES-10F/Assistant-Vice-President--Associate---Case-Officer---Listing-Enforcement---Listing--Litigation-Lawyer-_R000771-2
"manager / sr. manager, healthcare compliance",4/12/23,china,https://beigene.wd5.myworkdayjobs.com/BeiGene/job/Beijing-Guomao/Manager---Sr-Manager--Healthcare-Compliance_R18263
hong kong training contract (september 2024),4/12/23,hong kong,https://freshfields.wd3.myworkdayjobs.com/FBD_101/job/Hong-Kong/Hong-Kong-Training-Contract--September-2024-_R-01188-1
"analyst (it audit), internal audit & internal control compliance",4/13/23,hong kong,https://melcoresorts.wd3.myworkdayjobs.com/career/job/HK---Centrium/Analyst--IT-Audit---Internal-Audit---Internal-Control-Compliance_REQ8500
"senior customer care advisor, trademark",4/13/23,china,https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/job/China---Shanghai/Senior-Customer-Care-Advisor--Trademark_JREQ121403-1
translation specialist - chinese patent content (chemistry)?,4/13/23,china,https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/job/China---Beijing/Translation-Specialist---Chinese-Patent-Content--Chemistry--_JREQ121753-1
"assistant manager, key account & compliance",4/13/23,hong kong,https://otis.wd5.myworkdayjobs.com/REC_Ext_Gateway/job/12F--13F-Goldin-Financial-Global-Centre-17-Kai-Cheung-Road-Kowloon-Bay-Kowloon-Hong-Kong/Executive-Officer--Key-Account---Compliance_20072311
"senior manager, life claims",4/14/23,hong kong,https://fwd.wd3.myworkdayjobs.com/FWDcareersite/job/Hong-Kong---HK-Office/Senior-Manager--Life-Claims_R-0017515
chief administrative office - international private bank (??ipb?°¿) compliance - assistant vice president,4/14/23,hong kong,https://db.wd3.myworkdayjobs.com/DBWebsite/job/Hong-Kong-Intl-Commerce-Ctr/Chief-Administrative-Office---International-Private-Bank---IPB---Compliance---Assistant-Vice-President_R0258447
bd & marketing advisor,4/17/23,hong kong sar,https://linklaters.wd3.myworkdayjobs.com/Linklaters/job/Hong-Kong/Senior-BD---Marketing-Advisor_R00008888
aml compliance officer,4/17/23,hong kong,https://juliusbaer.wd3.myworkdayjobs.com/External/job/Hong-Kong/AML-Compliance-Officer_r-10798-1
senior transactions counsel,4/17/23,china,https://beigene.wd5.myworkdayjobs.com/BeiGene/job/Shanghai-KCC/Senior-Transactions-Counsel_R18711
associate - listing - structured products & fixed income (fixed income focused - control/ compliance/ risk management),4/19/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-TWO-ES-11F/Associate---Listing---Structured-Products---Fixed-Income--Fixed-Income-focused---Control--Compliance--Risk-Management-_R000464
sr compliance engineer,4/20/23,india,https://trimble.wd1.myworkdayjobs.com/TrimbleCareers/job/India---Chennai/Sr-Compliance-Engineer_R38917
senior compliance specialist,4/21/23,china-hong kong (sar),https://jci.wd5.myworkdayjobs.com/JCI/job/Kowloon-Kowloon-China-Hong-Kong-SAR/Senior-Compliance-Specialist_WD30177241
import and export trade compliance specialist,4/23/23,china,https://dell.wd1.myworkdayjobs.com/External/job/Dalian-China/Import-and-Export-Trade-Compliance-Specialist_R218922
senior compliance manager - data privacy,4/24/23,china,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/China/Senior-Compliance-Manager---Data-Privacy_R-164449-1
compliance & audit specialist,4/24/23,ireland,https://myhrabc.wd5.myworkdayjobs.com/Global/job/Cork-Ireland/Compliance---Audit-Specialist_R233743
senior legal regulatory counsel,4/25/23,united states of america,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Palo-Alto/Senior-Legal-Regulatory-Counsel_R100979
"senior legal counsel, privacy and data protection",4/25/23,singapore,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-WeWork/Senior-Legal-Counsel--Privacy-and-Data-Protection_R100834-1
tax analyst ii (contract),4/25/23,malaysia,https://kimberlyclark.wd1.myworkdayjobs.com/GLOBAL/job/Malaysia---Petaling-Jaya/Tax-Analyst-II--Contract-_857424-1
legal counsel home care & personal care,4/25/23,china,https://unilever.wd3.myworkdayjobs.com/Unilever_Experienced_Professionals/job/ShangHai-China/Legal-Counsel-Home-Care---Personal-Care_R-62673
legal counsel beauty & wellbeing,4/25/23,china,https://unilever.wd3.myworkdayjobs.com/Unilever_Experienced_Professionals/job/ShangHai-China/Legal-Counsel-Beauty---Wellbeing_R-62693
senior legal regulatory counsel,4/26/23,united states of america,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Los-Angeles/Senior-Legal-Regulatory-Counsel_R101002-1
product compliance specialist for global market access,4/26/23,sweden,https://husqvarnagroup.wd3.myworkdayjobs.com/External_Career_Site/job/Huskvarna/Product-Compliance-Specialist-for-Global-Market-Access_R-6166-2
finance manager,4/26/23,hong kong,https://lyreco.wd3.myworkdayjobs.com/Lyreco_Careers/job/Kwun-Tong/Finance-Manager_JR-1000017313
associate - regulatory policy & advisory - group compliance,4/27/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-ONE-ES-24F/Associate---Regulatory-Policy---Advisory---Group-Compliance_R000784
"associate, secretarial services (12 months contract)",4/27/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-TWO-ES-9F/Associate--Secretarial-Services--12-months-contract-_R000524
compliance manager ?????????,4/27/23,mainland china,https://nuskin.wd5.myworkdayjobs.com/nuskin/job/Shanghai-China/Compliance-Manager-_R0005453-1
risk & compliance assistant,4/27/23,united states of america,https://nuskin.wd5.myworkdayjobs.com/nuskin/job/Provo-Utah/Risk---Compliance-Assistant_R0005414
regional hr specialist (payroll) - contract,4/28/23,singapore,https://tateandlyle.wd3.myworkdayjobs.com/TLCareers/job/Synapse-Singapore-HR/Regional-HR-Specialist--Payroll----Contract_JREQ6779
anti-money laundering compliance analyst,4/28/23,macao,https://mgmchina.wd5.myworkdayjobs.com/MGMCHINA/job/MGM-Macau/Anti-Money-Laundering-Compliance-Audit-Officer_M12747
senior counsel-commercial,4/28/23,china,https://ge.wd5.myworkdayjobs.com/GE_ExternalSite/job/Tianjin/Senior-Counsel-Commercial_R3709742
legal summer intern-2,4/28/23,hong kong,https://averis.wd3.myworkdayjobs.com/RGE/job/Hong-Kong/Legal-Summer-Intern-2_R146287
client services project manager,5/2/23,hong kong,https://epiqsystems.wd5.myworkdayjobs.com/Epiq_Careers/job/HKG-Hong-Kong-Central-Plaza/Client-Services-Project-Manager_R0024912
manager/ assistant manager ?°ËC data analytics (compliance),5/4/23,hong kong,https://fwd.wd3.myworkdayjobs.com/FWDcareersite/job/Hong-Kong---HK-Office/Manager--Assistant-Manager---Data-Analytics--Compliance-_R-0017681-2
compliance director greater china,5/4/23,china,https://smithnephew.wd5.myworkdayjobs.com/External/job/CHN---Shanghai/Compliance-Director-Greater-China_R69903
specialist compliance principal,5/4/23,china,https://donaldson.wd5.myworkdayjobs.com/DonaldsonCareers/job/Shanghai/Specialist-Compliance-Principal_JR-15750
paralegal,5/4/23,hong kong,https://sunlife.wd3.myworkdayjobs.com/Experienced/job/Hunghom-Kowloon-Hong-Kong/Paralegal_JR00080215-1
engineering specialist ?°ËC technical regulatory compliance,5/5/23,china,https://cat.wd5.myworkdayjobs.com/CaterpillarCareers/job/Wuxi-Jiangsu/Engineering-Specialist---Technical-Regulatory-Compliance_R0000201476
compliance sr mgr,5/5/23,china,https://amgen.wd1.myworkdayjobs.com/Careers/job/China---Shanghai/Compliance-Sr-Mgr_R-163740-1
legal counsel ?C china,5/5/23,china,https://unilever.wd3.myworkdayjobs.com/Unilever_Experienced_Professionals/job/ShangHai-China/Legal-Counsel---China_R-63399-1
legal counsel foods,5/5/23,china,https://unilever.wd3.myworkdayjobs.com/Unilever_Experienced_Professionals/job/ShangHai-China/Legal-Counsel-Foods_R-63411
"senior leader ?°ËC international trade compliance, ge aerospace, china.",5/6/23,china,https://ge.wd5.myworkdayjobs.com/GE_ExternalSite/job/Shanghai/Senior-Leader---International-Trade-Compliance--GE-Aerospace--China_R3710950
principal analyst-ids quality & compliance,5/8/23,china,https://lilly.wd5.myworkdayjobs.com/LLY/job/China-Shang-Hai-/Principal-Analyst-IDS-Quality---Compliance_R-48682-2
sr global privacy counsel,5/9/23,united states of america,https://jci.wd5.myworkdayjobs.com/JCI/job/Milwaukee-Wisconsin-United-States-of-America/Sr-Global-Privacy-Counsel_WD30155356
china legal counsel,5/9/23,china,https://smithnephew.wd5.myworkdayjobs.com/External/job/CHN---Shanghai/China-Legal-Counsel_R70778
operator and lead operator (contract),5/9/23,hong kong,https://chevron.wd5.myworkdayjobs.com/jobs/job/Hong-Kong-Hong-Kong/Lead-Operator--Contract-_R000032340
assistant vice president - policy and secretariat services - listing (legal),5/10/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-TWO-ES-11F/Assistant-Vice-President---Policy-and-Secretariat-Services---Listing--Legal-_R000566-2
assistant vice president - employee compliance & listing advisory - group compliance (6 months contract),5/10/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-ONE-ES-23F/Assistant-Vice-President---Employee-Compliance---Listing-Advisory---Group-Compliance--6-months-contract-_R000814
"senior legal counsel, asia pacific",5/10/23,hong kong,https://pvh.wd1.myworkdayjobs.com/PVH_Careers/job/Hong-Kong/Senior-Legal-Counsel--Asia-Pacific_R24646
"director, specialty compliance and ethics, global aml and financial services compliance program advisory",5/10/23,united states of america,https://walmart.wd5.myworkdayjobs.com/WalmartExternal/job/USA-AR-BENTONVILLE-Home-Office-GLOBAL-GOVERNANCE-ADMIN/Director--Specialty-Compliance-And-Ethics--Global-AML-and-Financial-Services-Compliance-Program-Advisory_R-1512169-1
paralegal,5/10/23,united kingdom,https://linklaters.wd3.myworkdayjobs.com/Linklaters/job/London/Paralegal_R00009020-3
apac trade compliance senior specialist,5/10/23,china,https://littelfuse.wd1.myworkdayjobs.com/Littelfuse-Careers/job/Shanghai-South/APAC-Trade-Compliance-Senior-Specialist_JR-101831
university privacy associate director,5/10/23,united states of america,https://cornell.wd1.myworkdayjobs.com/CornellCareerPage/job/Ithaca-Main-Campus/University-Privacy-Associate-Director_WDR-00037026-1
"assistant general counsel, global litigation",5/11/23,united states of america,https://jabil.wd5.myworkdayjobs.com/Jabil_Careers/job/St-PetersburgTampa-FL/Assistant-General-Counsel--Global-Litigation_J2360421
"sr manager, investment compliance",5/11/23,hong kong,https://troweprice.wd5.myworkdayjobs.com/TRowePrice/job/Hong-Kong/Sr-Manager--Investment-Compliance_66241-1
senior legal regulatory counsel,5/12/23,united states of america,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Los-Angeles/Senior-Legal-Regulatory-Counsel_R101008
compliance specialist,5/12/23,china,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/China/Compliance-Specialist_R-166125-1
compliance and ethics counsel specialist,5/12/23,philippines,https://accenture.wd3.myworkdayjobs.com/AccentureCareers/job/Mandaluyong/Compliance-and-Ethics-Counsel-Specialist_R00156089-1
compliance professional,5/12/23,china,https://relx.wd3.myworkdayjobs.com/relx/job/Beijing/Compliance-Specialist-Professional_R59350
senior corporate counsel - labor & employment (china),5/12/23,china,https://jabil.wd5.myworkdayjobs.com/Jabil_Careers/job/Shanghai/Senior-Corporate-Counsel---Labor---Employment--China-_J2360661
"program manager, privacy & data protection- cyber (us remote)",5/12/23,united states of america,https://ge.wd5.myworkdayjobs.com/GE_ExternalSite/job/Remote/Program-Manager--Privacy---Data-Protection--CYBER--US-REMOTE-_R3711368
technology compliance analyst,5/15/23,null,https://mgmchina.wd5.myworkdayjobs.com/MGMCHINA/job/Technology-Compliance-Analyst_M16147
assistant/ officer ?C corporate services and governance,5/15/23,hong kong,https://melcoresorts.wd3.myworkdayjobs.com/career/job/HK---Centrium/Assistant--Officer---Corporate-Services-and-Governance_REQ8756-1
legal counsel,5/16/23,china,https://maersk.wd3.myworkdayjobs.com/Maersk_Careers/job/CN---Shanghai/Legal-Counsel_R65479
compliance manager,5/16/23,china,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/China/Compliance-Manager_R-166405
product compliance coordinator,5/16/23,china,https://cat.wd5.myworkdayjobs.com/CaterpillarCareers/job/Xuzhou-Jiangsu/Product-Compliance-Coordinator_R0000202104
bottega veneta contract senior human resources executive,5/17/23,hong kong sar,https://kering.wd3.myworkdayjobs.com/Kering/job/Hong-Kong/BOTTEGA-VENETA-Contract-Senior-Human-Resources-Executive_R111435
compliance investigator (japanese),5/17/23,china,https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/Shanghai-China/Compliance-Investigator--Japanese-_R0102997
compliance investigator (thai speaking),5/17/23,china,https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/Shanghai-China/Compliance-Investigator--Thai-Speaking-_R0102994
legal counsel apac (ex-china),5/17/23,singapore,https://beigene.wd5.myworkdayjobs.com/BeiGene/job/Singapore/Legal-Counsel-APAC--ex-China-_R19146
patent finance administrator,5/18/23,united states of america,https://danaher.wd1.myworkdayjobs.com/DanaherCorporateJobs/job/Washington-DC-United-States/Inventor-Remuneration-Support-Administrator_R1239447
"vp, deputy general counsel",5/18/23,united states of america,https://nuskin.wd5.myworkdayjobs.com/nuskin/job/Provo-Utah/VP--Deputy-General-Counsel_R0004662
senior legal regulatory counsel,5/18/23,united states of america,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Palo-Alto/Senior-Legal-Regulatory-Counsel_R101002-1
translation specialist - chinese patent content,5/18/23,malaysia,https://clarivate.wd3.myworkdayjobs.com/Clarivate_Careers/job/Malaysia---Penang/Translation-Specialist---Chinese-Patent-Content_JREQ122718
legal counsel,5/18/23,china,https://elanco.wd5.myworkdayjobs.com/External_Career/job/CN---Shanghai/Legal-Counsel_R0015687-1
customs and trade compliance manager apac,5/18/23,singapore,https://swarovski.wd3.myworkdayjobs.com/swarovski/job/Singapore-SGP/Customs-and-Trade-Compliance-Manager-APAC_R-80685-1
senior process & compliance specialist,5/19/23,hong kong,https://nttlimited.wd3.myworkdayjobs.com/NTT_Careers/job/Hong-Kong/Senior-Process---Compliance-Specialist_R-99376
compliance investigator (thai speaking),5/19/23,china,https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/Shanghai-China/Compliance-Investigator--Thai-Speaking-_R0102996
compliance investigator (thai speaking),5/19/23,china,https://wd1.myworkdaysite.com/recruiting/paypal/jobs/job/Shanghai-China/Compliance-Investigator--Thai-Speaking-_R0102995
"associate, singapore compliance (contract)",5/19/23,malaysia,https://aia.wd3.myworkdayjobs.com/External/job/Cyberjaya-MY-AIA-Shared-Services-Malaysia/Associate--Singapore-Compliance_JR-34620-4
contract review specialist,5/19/23,china,https://kone.wd3.myworkdayjobs.com/Careers/job/Nanxun/Contract-Review-Specialist_R0629096
client services project manager,5/20/23,hong kong,https://epiqsystems.wd5.myworkdayjobs.com/Epiq_Careers/job/HKG-Hong-Kong-Central-Plaza/Client-Services-Project-Manager_R0025387
legal counsel,5/22/23,china,https://smithnephew.wd5.myworkdayjobs.com/External/job/CHN---Shanghai/Legal-Counsel_R71531-1
business development assistant,5/23/23,hong kong,https://hoganlovells.wd3.myworkdayjobs.com/Search/job/Hong-Kong/Business-Development-Assistant_R234735
"senior manager, business compliance",5/23/23,china,https://aia.wd3.myworkdayjobs.com/External/job/Shanghai-CN-AIA-China/Senior-Manager--Business-Compliance_JR-39171-2
senior privacy product manager,5/23/23,singapore,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-WeWork/Senior-Privacy-Product-Manager_R101181
talent management specialist - vie contract (w/m),5/24/23,china,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Shanghai/Talent-Management-Specialist---VIE-Contract--W-M-_R2697266-1
credit controller assistant,5/24/23,hong kong sar,https://linklaters.wd3.myworkdayjobs.com/Linklaters/job/Hong-Kong/Credit-Controller-Assistant_R00008704-1
"assistant manager, internal control & compliance",5/24/23,hong kong,https://pvh.wd1.myworkdayjobs.com/PVH_Careers/job/Hong-Kong/Assistant-Manager--Internal-Control---Compliance_R37484
"officer, collateral management & otc operations (contract until end dec 2023)",5/24/23,hong kong sar,https://hkex.wd3.myworkdayjobs.com/HKEXCareerPage/job/HK-ONE-ES-30F/Officer--Collateral-Management---OTC-Operations--contract-until-end-Dec-2023-_R000890
"director, program management, digital trust compliance",5/24/23,united states of america,https://walmart.wd5.myworkdayjobs.com/WalmartExternal/job/Bentonville-AR/Director--Program-Management--Digital-Trust-Compliance_R-1526360-1
sr. compliance manager- distributor compliance,5/25/23,china,https://alcon.wd5.myworkdayjobs.com/careers_alcon/job/Shanghai-China/Sr-Compliance-Manager--Distributor-Compliance_R-2023-24805-1
"director, ethics & compliance investigations - (m6)",5/25/23,united states of america,https://amat.wd1.myworkdayjobs.com/External/job/AustinTX/Director--Ethics---Compliance-Investigations----M6-_R2313530-1
"manager ii, specialty compliance and ethics - global licenses and permits governance",5/26/23,united states of america,https://walmart.wd5.myworkdayjobs.com/WalmartExternal/job/USA-AR-BENTONVILLE-Home-Office-Main-Home-Office-Building/Manager-II--Specialty-Compliance-And-Ethics---Global-Licenses-and-Permits-Governance_R-1527704
head of privacy governance,5/26/23,united states of america,https://resmed.wd3.myworkdayjobs.com/ResMed_External_Careers/job/San-Diego-CA-United-States/Head-of-Privacy-Governance_JR_025979
"senior counsel, regional trade compliance-b5",5/26/23,china,https://amat.wd1.myworkdayjobs.com/External/job/ShanghaiCHN/Senior-Counsel--Regional-Trade-Compliance-B5_R2313599-1
"legal counsel, china",5/29/23,china,https://refinitiv.wd3.myworkdayjobs.com/Careers/job/Beijing-China/Legal-Counsel--China_R0073207
compliance - compliance officer - nct/associate,5/29/23,china,https://db.wd3.myworkdayjobs.com/DBWebsite/job/Beijing-China-Central-Place/Compliance---Compliance-officer---Associate_R0270024-1
compliance manager,5/30/23,china,https://astrazeneca.wd3.myworkdayjobs.com/Careers/job/China/Compliance-Manager_R-167735
"manager, finance crime compliance",5/30/23,hong kong,https://cibc.wd3.myworkdayjobs.com/search/job/Hong-Kong-HKG/Manager--Finance-Crime-Compliance_2308588-1
senior legal counsel,5/30/23,hong kong,https://aia.wd3.myworkdayjobs.com/External/job/Hong-Kong-HK-AIA-Blue-Cross/Senior-Legal-Counsel_JR-39365
business development coordinator,5/31/23,hong kong,https://hoganlovells.wd3.myworkdayjobs.com/Search/job/Hong-Kong/Business-Development-Coordinator_R234733
"manager ?°ËC ipmt (intellectual property, media & technology) and global regulatory ?°ËC asia pac",5/31/23,hong kong,https://hoganlovells.wd3.myworkdayjobs.com/Search/job/Hong-Kong/Manager---IPMT--Intellectual-Property--Media---Technology--and-Global-Regulatory---Asia-Pac_R234363-1
standards and regulations consultant - product compliance,5/31/23,china,https://cat.wd5.myworkdayjobs.com/CaterpillarCareers/job/Wuxi-Jiangsu/Standards---Regulations-Consultant--SG23-24-_R0000205467
senior hr compliance manager,6/1/23,united states of america,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Palo-Alto/Senior-HR-Compliance-Manager_R101293
quality compliance specialist,6/1/23,china,https://varian.wd5.myworkdayjobs.com/varianexternal/job/Beijing-China/Quality-Compliance-Specialist_R-19288-2
compliance associate (mandarin speaker),6/1/23,malaysia,https://accenture.wd3.myworkdayjobs.com/AccentureCareers/job/Kuala-Lumpur/Compliance-Associate--Mandarin-Speaker-_R00159314
